"Ope Id","Institution Name","Institution City","Institution State","Institution Type And Control","Total Recipients","Total Awards","Year"
"446700","TUCSON COLLEGE","TUCSON","AZ","Proprietary 2 Year",416,1635560,"2013-14"
"283400","EXCELSIOR COLLEGE","ALBANY","NY","Private 4 Year",2483,5737317,"2013-14"
"2092500","LAUREL TECHNICAL INSTITUTE","SHARON","PA","Proprietary 2 Year",345,1424307,"2013-14"
"2100000","POLYTECHNIC UNIVERSITY OF PR","HATO REY","PR","Private 4 Year",2618,9241941,"2013-14"
"2115400","BRIDGERLAND APPLIED TECHNOLOGY COLLEGE","LOGAN","UT","Public 2 Year",291,911382,"2013-14"
"2282300","ALHAMBRA BEAUTY COLLEGE","ALHAMBRA","CA","Proprietary 2 Year",162,560805,"2013-14"
"2208600","MADERA BEAUTY COLLEGE","MADERA","CA","Proprietary 2 Year",50,190274,"2013-14"
"2139500","HAWAII INSTITUTE OF HAIR DESIGN","HONOLULU","HI","Proprietary 2 Year",114,447607,"2013-14"
"2084800","RAVENSCROFT BEAUTY COLLEGE","FORT WAYNE","IN","Proprietary 2 Year",168,541803,"2013-14"
"1218400","INTERNATIONAL ACAD OF HAIR DESIGN","CHANDLER","AZ","Proprietary 2 Year",232,786413,"2013-14"
"2092400","RIDLEY-LOWELL SCHOOL OF BUSINESS","BINGHAMTON","NY","Proprietary 2 Year",208,724423,"2013-14"
"2125600","MICHIGAN COLLEGE OF BEAUTY","TROY","MI","Proprietary 2 Year",258,922971,"2013-14"
"2118000","LEVITTOWN BEAUTY ACADEMY LLC","LEVITTOWN","PA","Proprietary 2 Year",50,151768,"2013-14"
"2143700","SINTE GLESKA UNIVERSITY","ROSEBUD","SD","Public 4 Year",419,1508400,"2013-14"
"2092800","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY","WHITEVILLE","TN","Public 2 Year",216,646015,"2013-14"
"2081400","ARLINGTON BAPTIST COLLEGE","ARLINGTON","TX","Private 4 Year",136,533855,"2013-14"
"2242700","BERKELEY CITY COLLEGE","BERKELEY","CA","Public 2 Year",1580,5625663,"2013-14"
"2107800","UNIVERSITY OF HAWAII - WEST OAHU","PEARL CITY","HI","Public 4 Year",944,3424843,"2013-14"
"884300","ALASKA BIBLE COLLEGE","GLENNALLEN","AK","Private 4 Year",15,58934,"2013-14"
"2249900","DELTA BEAUTY COLLEGE","GREENVILLE","MS","Proprietary 2 Year",72,246744,"2013-14"
"2145100","SCOTT COLLEGE OF COSMETOLOGY","WHEELING","WV","Proprietary 2 Year",68,297077,"2013-14"
"2287900","RAPHAEL'S SCHOOL OF BEAUTY CULTURE","NILES","OH","Proprietary 2 Year",222,829351,"2013-14"
"2101000","NORTHWEST COLLEGE OF HAIR DESIGN","CLACKAMAS","OR","Proprietary 2 Year",655,2657331,"2013-14"
"2250600","EVEREST COLLEGE","SPRINGFIELD","MO","Proprietary 4 Year",1241,4596944,"2013-14"
"2090300","CAPRI COLLEGE","CEDAR RAPIDS","IA","Proprietary 2 Year",124,456974,"2013-14"
"2184200","PAROBA COLLEGE OF COSMETOLOGY","EVERETT","WA","Proprietary 2 Year",124,481274,"2013-14"
"2244300","ACADEMY OF HAIR DESIGN #1","JACKSON","MS","Proprietary 2 Year",177,737341,"2013-14"
"2090200","TRIANGLE TECH","ERIE","PA","Proprietary 2 Year",79,316842,"2013-14"
"1102600","WARRENSBURG AREA VOC TECH SCH","WARRENSBURG","MO","Public 2 Year",30,135669,"2013-14"
"2111300","CUYAMACA COLLEGE","EL CAJON","CA","Public 2 Year",2818,9303682,"2013-14"
"2092100","MASSACHUSETTS SCHOOL OF BARBERING","QUINCY","MA","Proprietary 2 Year",72,228854,"2013-14"
"2090700","CLEVELAND CHIROPRACTIC COLLEGE","OVERLAND PARK","KS","Private 4 Year",29,108699,"2013-14"
"2091700","KAPLAN COLLEGE","SAN DIEGO","CA","Proprietary 2 Year",1426,5363251,"2013-14"
"2195800","LICEO E ARTE Y TECNOLGIA","SAN JUAN","PR","Proprietary 2 Year",1343,5495078,"2013-14"
"2093600","SOUTHWEST SCHOOL OF ELECTRONIC","AUSTIN","TX","Proprietary 2 Year",11,39709,"2013-14"
"2119100","MISSION COLLEGE","SANTA CLARA","CA","Public 2 Year",2554,8891140,"2013-14"
"2100300","MED-ASSIST SCHOOL OF HAWAII","HONOLULU","HI","Proprietary 2 Year",77,310785,"2013-14"
"2099500","CENTRAL COMMUNITY COLLEGE-ALL CAMPUSES","GRAND ISLAND","NE","Public 2 Year",1040,2931217,"2013-14"
"2242900","UNITED TRIBES TECHNICAL COLLEGE","BISMARCK","ND","Private 4 Year",444,1748404,"2013-14"
"2100200","BROOKHAVEN COLLEGE","FARMERS BRANCH","TX","Public 2 Year",2606,8267323,"2013-14"
"2177500","RIO SALADO COMMUNITY COLLEGE","TEMPE","AZ","Public 2 Year",6118,17276837,"2013-14"
"2091200","ELEGANCE INTERNATIONAL","HOLLYWOOD","CA","Proprietary 2 Year",193,485959,"2013-14"
"2153600","BROOME-TIOGA BOCES PN PROG","BINGHAMTON","NY","Public 2 Year",46,157635,"2013-14"
"2100400","EVEREST INSTITUTE","GRAND RAPIDS","MI","Proprietary 2 Year",1670,5739825,"2013-14"
"2093700","LONG ISLAND BUSINESS INSTITUTE","COMMACK","NY","Proprietary 2 Year",1297,4756113,"2013-14"
"2098400","HERKIMER COUNTY BOCES","HERKIMER","NY","Public 2 Year",96,317839,"2013-14"
"2100500","UNIVERSAL TECHNICAL INSTITUTE","PHOENIX","AZ","Proprietary 2 Year",6014,23544970,"2013-14"
"2158800","DON ROBERTS BEAUTY SCHOOLS","VALPARAISO","IN","Proprietary 2 Year",33,122216,"2013-14"
"2269300","STEVENSON'S ACADEMY OF HAIR DESIGN","NEW ORLEANS","LA","Proprietary 2 Year",73,273834,"2013-14"
"2325800","LABARON HAIRDRESSING ACAD-BROCKTON","BROCKTON","MA","Proprietary 2 Year",26,89185,"2013-14"
"2121100","MIDWEST INSTITUTE","KIRKWOOD","MO","Proprietary 2 Year",141,583729,"2013-14"
"2172800","DUTCHESS COUNTY BOCES SCH PRAC NURS","POUGHKEEPSIE","NY","Public 2 Year",96,238485,"2013-14"
"2166400","INSTITUTO DE BANCA Y COMERCIO","RIO PIEDRAS","PR","Proprietary 2 Year",18494,73728453,"2013-14"
"2098300","WESTERN TECHNICAL COLLEGE","EL PASO","TX","Proprietary 2 Year",1396,5555337,"2013-14"
"2103500","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY","MURFREESBORO","TN","Public 2 Year",277,801409,"2013-14"
"2306700","FORT WORTH BEAUTY SCHOOL","FORT WORTH","TX","Proprietary 2 Year",156,551790,"2013-14"
"2100600","CARRINGTON COLLEGE","PHOENIX","AZ","Proprietary 2 Year",3703,12476631,"2013-14"
"2103700","CAPRI INSTITUTE OF HAIR DESIGN","PARAMUS","NJ","Proprietary 2 Year",75,242675,"2013-14"
"2255400","INTERNATIONAL SCHOOL OF COSMETOLOGY","HAWTHORNE","CA","Proprietary 2 Year",308,1146637,"2013-14"
"149913","EVEREST INSTITUTE - MIAMI","MIAMI","FL","Proprietary 4 Year",713,2517359,"2013-14"
"2104400","SPA TECH INSTITUTE","WESTBROOK","ME","Proprietary 2 Year",299,871579,"2013-14"
"2302800","MISSISSIPPI COLLEGE OF BEAUTY CULT","LAUREL","MS","Proprietary 2 Year",50,188856,"2013-14"
"2104000","HARRIS SCHOOL OF BUSINESS","CHERRY HILL","NJ","Proprietary 2 Year",2037,6599278,"2013-14"
"2163400","NEW YORK CAREER INSTITUTE","NEW YORK","NY","Proprietary 2 Year",440,1457414,"2013-14"
"1303918","SOUTH UNIVERSITY - THE ART INSTITUTE OF","CHARLOTTE","NC","Proprietary 4 Year",1321,4771548,"2013-14"
"2104900","SUMNER COLLEGE","PORTLAND","OR","Proprietary 2 Year",259,956023,"2013-14"
"2285900","UNIVERSITY OF COSMETOLOGY ARTS&SCI","MCALLEN","TX","Proprietary 2 Year",511,1716655,"2013-14"
"2098800","UNIVERSITY OF PHOENIX","PHOENIX","AZ","Proprietary 4 Year",184763,684451913,"2013-14"
"2211000","SALON SUCCESS ACADEMY","SAN BERNARDINO","CA","Proprietary 2 Year",38,153737,"2013-14"
"2300000","W F KAYNOR TECHNICAL HIGH SCHOOL","WATERBURY","CT","Public 2 Year",35,154802,"2013-14"
"2550600","TALMUDICAL INST OF UPSTATE NY","ROCHESTER","NY","Private 4 Year",6,16382,"2013-14"
"2506800","YESHIVAT MIKDASH MELECH","BROOKLYN","NY","Private 4 Year",17,73311,"2013-14"
"2105300","EVERGREEN BEAUTY AND BARBER COLLEGE","BELLEVUE","WA","Proprietary 2 Year",69,240467,"2013-14"
"2266400","CENTRAL CHRISTIAN CLG OF THE BIBLE","MOBERLY","MO","Private 4 Year",205,764745,"2013-14"
"2099700","ROSS MEDICAL EDUCATION CENTER","FLINT","MI","Proprietary 2 Year",1382,5246094,"2013-14"
"2105900","HAIR DESIGN INSTITUTE AT FIFTH AVE","BROOKLYN","NY","Proprietary 2 Year",372,1293579,"2013-14"
"150603","MIAMI DADE COLLEGE - WOLFSON CAMPUS","MIAMI","FL","Public 4 Year",7029,26627458,"2013-14"
"150604","MIAMI DADE COLLEGE - MEDICAL CAMPUS","MIAMI","FL","Public 4 Year",2021,6910543,"2013-14"
"2106600","AMERICAN INSTITUTE","WEST HARTFORD","CT","Proprietary 2 Year",1456,4139312,"2013-14"
"2110900","CATTARAUGUS/ALLEGANY BOCES","OLEAN","NY","Public 2 Year",60,213332,"2013-14"
"2117500","NAROPA UNIVERSITY","BOULDER","CO","Private 4 Year",208,838927,"2013-14"
"2107300","PENNSYLVANIA ACADEMY OF FINE ARTS","PHILADELPHIA","PA","Private 4 Year",87,395120,"2013-14"
"2172100","HAMILTON-FULTON-MONTGOMERY BOCES","JOHNSTOWN","NY","Public 2 Year",48,159522,"2013-14"
"2255000","KNOXVILLE INSTITUTE OF HAIR DESIGN","KNOXVILLE","TN","Proprietary 2 Year",50,173797,"2013-14"
"2136600","WISCONSIN LUTHERAN COLLEGE","MILWAUKEE","WI","Private 4 Year",389,1445818,"2013-14"
"1465900","OGLALA LAKOTA COLLEGE","KYLE","SD","Public 4 Year",1224,4285748,"2013-14"
"2106800","BRAMSON ORT COLLEGE","FOREST HILLS","NY","Private 2 Year",866,3475922,"2013-14"
"2106400","O'MORE COLLEGE OF DESIGN","FRANKLIN","TN","Private 4 Year",65,267595,"2013-14"
"2110700","CLEVELAND INST OF DENTAL-MED ASST","CLEVELAND","OH","Proprietary 2 Year",543,2098779,"2013-14"
"2128300","INSTITUTE FOR BUSINESS & TECHNOLOGY","SANTA CLARA","CA","Proprietary 2 Year",577,1943490,"2013-14"
"2110800","CALIFORNIA COLLEGE SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year",1355,5393991,"2013-14"
"2117300","GREAT OAKS INSTITUTE OF TECHNOLOGY","CINCINNATI","OH","Public 2 Year",187,792225,"2013-14"
"2203900","ERIE INSTITUTE OF TECHNOLOGY","ERIE","PA","Proprietary 2 Year",256,815829,"2013-14"
"2110200","COLUMBIA COLLEGE","TARZANA","CA","Private 4 Year",195,739844,"2013-14"
"528800","KIRKSVILLE AREA TECHNICAL CENTER","KIRKSVILLE","MO","Public 2 Year",22,107001,"2013-14"
"2112300","RIDLEY LOWELL BUSINESS & TECH INST","NEW LONDON","CT","Proprietary 2 Year",991,3293172,"2013-14"
"560800","MAYNARD A. TRAVISS CAREER CENTER","LAKELAND","FL","Public 2 Year",290,1061910,"2013-14"
"2180200","METRO BUSINESS COLLEGE","CAPE GIRARDEAU","MO","Proprietary 2 Year",579,2052092,"2013-14"
"548812","LOUISIANA TECH COLG-FOLKES CAMPUS","JACKSON","LA","Public 2 Year",59,170249,"2013-14"
"2513200","ORLANDO TECHNICAL CENTER","ORLANDO","FL","Public 2 Year",248,846349,"2013-14"
"2113600","AMERICAN INTERCONTINENTAL UNIVERSITY","HOFFMAN ESTATES","IL","Proprietary 4 Year",15057,50933406,"2013-14"
"2117800","AVEDA INSTITUTE LAFAYETTE","LAFAYETTE","LA","Proprietary 2 Year",92,325167,"2013-14"
"1292700","CENTRAL TECH NURSING PROGRAM","SYRACUSE","NY","Public 2 Year",39,183866,"2013-14"
"2112700","NORTH HAVEN ACADEMY","NORTH HAVEN","CT","Proprietary 2 Year",91,348828,"2013-14"
"2122000","NEW ENGLAND HAIR ACADEMY","MALDEN","MA","Proprietary 2 Year",135,463467,"2013-14"
"2114200","JOHNSON COLLEGE","SCRANTON","PA","Private 2 Year",258,1078344,"2013-14"
"621401","BLESSING HOSPITAL - SCHOOL OF MEDICAL LA","QUINCY","IL","Private 4 Year",1,5645,"2013-14"
"2113800","ROBERTO-VENN SCH OF LUTHIERY","PHOENIX","AZ","Proprietary 2 Year",28,103890,"2013-14"
"2120700","SAN JOAQUIN VALLEY COLLEGE","VISALIA","CA","Proprietary 2 Year",5952,25068521,"2013-14"
"2287100","LA BELLE BEAUTY SCHOOL","HIALEAH","FL","Proprietary 2 Year",281,950467,"2013-14"
"2149900","PAUL MITCHELL THE SCHOOL-JACKSONVILLE","JACKSONVILLE","FL","Proprietary 2 Year",329,1194048,"2013-14"
"3018500","BENE'S INTERNATIONAL SCHOOL OF BEAUTY","NEW PORT RICHEY","FL","Proprietary 2 Year",275,914291,"2013-14"
"2125500","CIRCLE IN THE SQUARE THEATRE SCHOOL","NEW YORK","NY","Private 2 Year",9,42505,"2013-14"
"2127400","YORK TECHNICAL INSTITUTE","YORK","PA","Proprietary 2 Year",1603,5802097,"2013-14"
"2120800","YORKTOWNE BUSINESS INSTITUTE, INC.","YORK","PA","Proprietary 2 Year",156,610161,"2013-14"
"2117100","ART INSTITUTE OF HOUSTON","HOUSTON","TX","Proprietary 4 Year",3822,13702084,"2013-14"
"2173900","ULSTER COUNTY BOCES PRACTICAL NRSG","PORT EWEN","NY","Public 2 Year",97,339831,"2013-14"
"2159800","COSMETOLOGY CAREERS UNLTD - HIBBING","HIBBING","MN","Proprietary 2 Year",32,114293,"2013-14"
"3098300","PUTNAM CAREER & TECHNICAL CENTER","ELEANOR","WV","Public 2 Year",75,249000,"2013-14"
"2128600","THE ART INSTITUTE OF CINCINNATI","CINCINNATI","OH","Proprietary 2 Year",25,107497,"2013-14"
"2285100","HILLTOP BEAUTY SCHOOL","DALY CITY","CA","Proprietary 2 Year",139,543734,"2013-14"
"2277500","HOUSE OF HEAVILIN BEAUTY COLLEGE","BLUE SPRINGS","MO","Proprietary 2 Year",79,313446,"2013-14"
"2112200","GREAT LAKES INSTITUTE OF TECHNOLOGY","ERIE","PA","Proprietary 2 Year",502,1835464,"2013-14"
"2119300","PA ACAD OF COSMETOLOGY ARTS & SCI","JOHNSTOWN","PA","Proprietary 2 Year",79,273277,"2013-14"
"2189300","EMMA'S BEAUTY ACADEMY","MAYAGUEZ","PR","Proprietary 2 Year",389,1444425,"2013-14"
"2116300","PUEBLO COMMUNITY COLLEGE","PUEBLO","CO","Public 2 Year",4254,13602165,"2013-14"
"528900","WAYNESVILLE CAREER CENTER","WAYNESVILLE","MO","Public 2 Year",35,166167,"2013-14"
"2124400","UNIVERSITY OF SPA & COSMETOLOGY ART","SPRINGFIELD","IL","Proprietary 2 Year",154,522497,"2013-14"
"2119200","COURT REPORTING INSTITUTE OF DALLAS","DALLAS","TX","Proprietary 2 Year",275,809835,"2013-14"
"2221300","MARINELLO SCHOOL OF BEAUTY","MORENO VALLEY","CA","Proprietary 2 Year",378,1354923,"2013-14"
"2123200","AVEDA INSTITUTE","MINNEAPOLIS","MN","Proprietary 2 Year",324,1160444,"2013-14"
"2131100","DU CRET SCHOOL OF THE ARTS","PLAINFIELD","NJ","Private 2 Year",15,49099,"2013-14"
"2227800","MITCHELL'S HAIR STYLING ACADEMY","GOLDSBORO","NC","Proprietary 2 Year",2,5646,"2013-14"
"2131600","PENNCO TECH","BLACKWOOD","NJ","Proprietary 2 Year",764,2864342,"2013-14"
"2545200","CHIEF DULL KNIFE COLLEGE","LAME DEER","MT","Public 2 Year",132,491939,"2013-14"
"3007200","DANCE THEATRE OF HARLEM","NEW YORK","NY","Private 2 Year",2,7258,"2013-14"
"2124000","ORANGE ULSTER BOCES SCH OF PRAC NRS","GOSHEN","NY","Public 2 Year",50,216274,"2013-14"
"2126300","MADISON-ONEIDA BOCES PRAC NRS","VERONA","NY","Public 2 Year",57,244936,"2013-14"
"570700","SEARK COLLEGE","PINE BLUFF","AR","Public 2 Year",1306,4787469,"2013-14"
"2129000","TRIANGLE TECH","GREENSBURG","PA","Proprietary 2 Year",294,1097022,"2013-14"
"2510600","BLACKFEET COMMUNITY COLLEGE","BROWNING","MT","Private 2 Year",444,1814078,"2013-14"
"423300","MERCY/ST. LUKE'S SCH RAD TECH","CEDAR RAPIDS","IA","Private 2 Year",10,45650,"2013-14"
"2138500","BOCES RENSSELAER SCHOOL OF PN","CASTLETON","NY","Public 2 Year",25,117140,"2013-14"
"2132800","NAT'L CONSERVATORY DRAMATIC ARTS","WASHINGTON","DC","Private 2 Year",21,98354,"2013-14"
"2137100","BLACK HILLS BEAUTY COLLEGE","RAPID CITY","SD","Proprietary 2 Year",100,393108,"2013-14"
"2134800","OLD TOWN BARBER AND BEAUTY COLLEGE","WICHITA","KS","Proprietary 2 Year",72,291014,"2013-14"
"2340600","HUMACAO COMMUNITY COLLEGE","HUMACAO","PR","Private 4 Year",817,2707070,"2013-14"
"660600","BAPTIST HS SCHOOL OF HEALTH PROFESSIONS","SAN ANTONIO","TX","Proprietary 4 Year",260,945826,"2013-14"
"2351700","PAUL MITCHELL THE SCHOOL - LOUISVILLE","LOUISVILLE","KY","Proprietary 2 Year",160,627269,"2013-14"
"2132300","FORTIS INSTITUTE","WAYNE","NJ","Proprietary 2 Year",953,3429914,"2013-14"
"2171500","WESTERN INTERNATIONAL UNIVERSITY","PHOENIX","AZ","Proprietary 4 Year",482,1706130,"2013-14"
"2142200","LEX LA RAY TECHNICAL CENTER","LEXINGTON","MO","Public 2 Year",28,107454,"2013-14"
"2140800","MARTIN UNIVERSITY","INDIANAPOLIS","IN","Private 4 Year",491,1658180,"2013-14"
"2144800","VET TECH INSTITUTE OF HOUSTON","HOUSTON","TX","Proprietary 2 Year",247,972564,"2013-14"
"791200","THADDEUS STEVENS CLG OF TECHNOLOGY","LANCASTER","PA","Public 2 Year",537,2267310,"2013-14"
"2143500","STERLING COLLEGE","CRAFTSBURY COMMON","VT","Private 4 Year",70,286938,"2013-14"
"2137000","ROB ROY ACADEMY","TAUNTON","MA","Proprietary 2 Year",31,107015,"2013-14"
"2188200","SITTING BULL COLLEGE","FORT YATES","ND","Public 4 Year",239,806716,"2013-14"
"2127900","SOJOURNER DOUGLASS COLLEGE","BALTIMORE","MD","Private 4 Year",1074,4214554,"2013-14"
"2145800","CAYUGA ONONDAGA BOCES","AUBURN","NY","Public 2 Year",53,156587,"2013-14"
"2144000","VISION ACADEMY, THE","ALLENTOWN","PA","Proprietary 2 Year",85,318391,"2013-14"
"2163300","UNIVERSIDAD CENTRAL DEL CARIBE","BAYAMON","PR","Private 4 Year",133,570338,"2013-14"
"2144600","KILIAN COMMUNITY COLLEGE","SIOUX FALLS","SD","Private 2 Year",259,629155,"2013-14"
"2146600","SOUTH MOUNTAIN COMMUNITY COLLEGE","PHOENIX","AZ","Public 2 Year",2897,9737865,"2013-14"
"2195400","MODERN HAIRSTYLING INSTITUTE","BAYAMON","PR","Proprietary 2 Year",452,1796406,"2013-14"
"2195500","MODERN HAIRSTYLING INSTITUTE","ARECIBO","PR","Proprietary 2 Year",130,520912,"2013-14"
"2195900","MODERN HAIRSTYLING INSTITUTE","CAROLINA","PR","Proprietary 2 Year",428,1554249,"2013-14"
"2140400","ST JOSEPH SCH OF PRAC NRSG","NASHUA","NH","Private 2 Year",73,233150,"2013-14"
"3029600","POMONA ADULT SCHOOL","POMONA","CA","Public 2 Year",260,825292,"2013-14"
"2141500","SAVANNAH COLLEGE OF ART & DESIGN","SAVANNAH","GA","Private 4 Year",2553,10083458,"2013-14"
"2143400","SALISH KOOTENAI COLLEGE","PABLO","MT","Public 4 Year",691,2747421,"2013-14"
"243500","SOUTHEASTERN BAPTIST COLLEGE","LAUREL","MS","Private 4 Year",39,130936,"2013-14"
"147300","CLEARWATER CHRISTIAN COLLEGE","CLEARWATER","FL","Private 4 Year",241,999604,"2013-14"
"2140700","CANTON CITY SCHOOLS ADULT CAREER & TECH","CANTON","OH","Public 2 Year",110,450737,"2013-14"
"3098600","CAREER TECH CTR OF LACKAWANNA CNTY","SCRANTON","PA","Public 2 Year",63,243989,"2013-14"
"2321200","ORANGE TECH EDUC CTR- WESTSIDE TECH","WINTER GARDEN","FL","Public 2 Year",387,1229127,"2013-14"
"2171900","AILEY SCHOOL (THE)","NEW YORK","NY","Private 2 Year",18,79591,"2013-14"
"2300100","EVEREST COLLEGE","BREMERTON","WA","Proprietary 2 Year",2257,7403376,"2013-14"
"843700","CHAMPLAIN VALLEY - TEC/PRN","PLATTSBURGH","NY","Public 2 Year",12,55121,"2013-14"
"2161400","NORTHEASTERN HOSP SCH OF NRSG","PHILADELPHIA","PA","Private 2 Year",53,177018,"2013-14"
"2148700","CONNECTICUT INST OF HAIR DESIGN","WOLCOTT","CT","Proprietary 2 Year",57,208964,"2013-14"
"2153500","OAKBRIDGE ACADEMY OF ARTS","LOWER BURRELL","PA","Proprietary 2 Year",26,50534,"2013-14"
"997500","NORTHWEST LOUISIANA TECHNICAL COLLEGE","MINDEN","LA","Public 2 Year",397,1388371,"2013-14"
"469202","DORSEY SCHOOL OF BUSINESS","MADISON HEIGHTS","MI","Proprietary 2 Year",368,1136327,"2013-14"
"469201","DORSEY SCHOOL OF BUSINESS","WAYNE","MI","Proprietary 2 Year",295,908317,"2013-14"
"2150600","COSMETOLOGY AND SPA INSTITUTE (THE)","CRYSTAL LAKE","IL","Proprietary 2 Year",148,518791,"2013-14"
"2146000","WAYNE-FINGER LAKES BOCES","NEWARK","NY","Public 2 Year",225,764487,"2013-14"
"2154400","BEAU MONDE CLG OF HAIR DESIGN","PORTLAND","OR","Proprietary 2 Year",132,516778,"2013-14"
"2363500","ARTHUR'S BEAUTY COLLEGE","FORT SMITH","AR","Proprietary 2 Year",75,309391,"2013-14"
"2185800","MOLER BARBER COLLEGE","OAKLAND","CA","Proprietary 2 Year",97,366728,"2013-14"
"2146800","JOE KUBERT SCH OF CARTOON & GRAPHIC","DOVER","NJ","Proprietary 2 Year",32,133317,"2013-14"
"2154900","MISSOURI SCH OF BARB & HAIR","FLORISSANT","MO","Proprietary 2 Year",20,82355,"2013-14"
"2148300","MANHATTAN BEAUTY SCHOOL","TAMPA","FL","Proprietary 2 Year",153,496746,"2013-14"
"2148200","FASHION FOCUS HAIR ACADEMY","SARASOTA","FL","Proprietary 2 Year",46,165607,"2013-14"
"849800","MIMS CLASSIC BEAUTY COLLEGE","SAN ANTONIO","TX","Proprietary 2 Year",51,171187,"2013-14"
"2167800","ESTES INSTITUTE OF COSMETOLOGY","VISALIA","CA","Proprietary 2 Year",85,336551,"2013-14"
"2166100","NUNEZ COMMUNITY COLLEGE","CHALMETTE","LA","Public 2 Year",1512,5136939,"2013-14"
"2159100","APPALACHIAN BEAUTY SCHOOL, INC.","SOUTH WILLIAMSON","KY","Proprietary 2 Year",22,95901,"2013-14"
"2134500","LA JAMES INTERNATIONAL COLLEGE - DAV","DAVENPORT","IA","Proprietary 2 Year",48,191958,"2013-14"
"826000","IOWA SCHOOL OF BEAUTY INC","DES MOINES","IA","Proprietary 2 Year",159,598120,"2013-14"
"2158600","MR BELA'S SCHOOL OF COSMETOLOGY","WARREN","MI","Proprietary 2 Year",101,350717,"2013-14"
"2158500","OHIO BUSINESS COLLEGE","SHEFFIELD","OH","Proprietary 2 Year",1206,4088806,"2013-14"
"2601600","HENRY W BREWSTER TECHNICAL CENTER","TAMPA","FL","Public 2 Year",205,755458,"2013-14"
"2151900","KEISER  UNIVERSITY","FORT LAUDERDALE","FL","Private 4 Year",15512,62398190,"2013-14"
"2159700","NEW HOPE CHRISTIAN COLLEGE","EUGENE","OR","Private 4 Year",185,768268,"2013-14"
"2151500","CENTRAL SUSQUEHANNA LPN CENTER","LEWISBURG","PA","Public 2 Year",87,289632,"2013-14"
"2153100","JON NAVE UNIVERSITY OF COSMETOLOGY","ANTIOCH","TN","Proprietary 2 Year",271,1007751,"2013-14"
"2304300","PLATT COLLEGE, SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year",244,1064662,"2013-14"
"548828","LA TECHNICAL COLG-OAKDALE CMPS","OAKDALE","LA","Public 2 Year",80,302119,"2013-14"
"2154000","DIVERS ACAD OF EASTERN SEABOARD","ERIAL","NJ","Proprietary 2 Year",89,255292,"2013-14"
"2325100","KEY COLLEGE","DANIA BEACH","FL","Proprietary 2 Year",48,181266,"2013-14"
"2304700","TRI-RIVERS CAREER CENTER","MARION","OH","Public 2 Year",80,246908,"2013-14"
"2156600","DAVIS APPLIED TECHNOLOGY COLLEGE","KAYSVILLE","UT","Public 2 Year",394,1022749,"2013-14"
"2157900","ROCHESTER GENERAL HOSPITAL","ROCHESTER","NY","Private 2 Year",50,203171,"2013-14"
"2158200","WSHNGTN-SARTGA-WARN-HMLTN-ESX BOCES","HUDSON FALLS","NY","Public 2 Year",35,180244,"2013-14"
"2158300","JUNIATA-MIFFLIN CO AREA VOC TECH","LEWISTOWN","PA","Public 2 Year",54,189963,"2013-14"
"2210400","FAYETTEVILLE BEAUTY COLLEGE","FAYETTEVILLE","NC","Proprietary 2 Year",61,239449,"2013-14"
"2158400","HARRISON COLLEGE","INDIANAPOLIS","IN","Proprietary 4 Year",5329,17128378,"2013-14"
"2160100","GENEVA GENERAL HOSPITAL","GENEVA","NY","Private 2 Year",118,392926,"2013-14"
"2160300","INTERNATIONAL ACAD OF DESIGN & TECH","CHICAGO","IL","Proprietary 4 Year",641,2525137,"2013-14"
"2168100","TRI-COUNTY JOINT VOCATIONAL SCHOOL","NELSONVILLE","OH","Public 2 Year",79,281910,"2013-14"
"997506","NORTHWEST LOUISIANA TECHNICAL COLLEGE","NATCHITOCHES","LA","Public 2 Year",223,878772,"2013-14"
"812900","ADULT AND COMMUNITY EDUCATION @ HUDSON","COLUMBUS","OH","Public 2 Year",166,632499,"2013-14"
"2161800","MUSICIANS INSTITUTE","HOLLYWOOD","CA","Proprietary 4 Year",543,1677223,"2013-14"
"2160900","PCI ACADEMY","AMES","IA","Proprietary 2 Year",151,603738,"2013-14"
"510200","SCH OF DIAGNOSTIC IMAGING-CLEVELAND","EUCLID","OH","Private 2 Year",14,59230,"2013-14"
"527900","GREATER LOWELL REGNL VOC TECH SCH","TYNGSBORO","MA","Public 2 Year",44,192596,"2013-14"
"2165200","SALON PROFESSIONAL ACADEMY (THE)","GRAND JUNCTION","CO","Proprietary 2 Year",77,302640,"2013-14"
"2166200","ITI TECHNICAL COLLEGE","BATON ROUGE","LA","Proprietary 2 Year",535,2108282,"2013-14"
"1086000","GREATER ALTOONA CAREER/TECH CENTER","ALTOONA","PA","Public 2 Year",157,585037,"2013-14"
"2163500","NEW ENGLAND SCHOOL OF PHOTOGRAPHY","BOSTON","MA","Proprietary 2 Year",15,60288,"2013-14"
